player_name,college
Trey Lyles,Kentucky
Trey Burke,Michigan
Stephen Curry,Davidson
Pascal Siakam,New Mexico State
Stanley Johnson,Arizona
Spencer Dinwiddie,Colorado
Richaun Holmes,Bowling Green
Richard Jefferson,Arizona
Reggie Williams,Virginia Military Institute
Reggie Jackson,Boston College
Reggie Bullock,North Carolina
Raymond Felton,North Carolina
Raul Neto,None
Rashad Vaughn,UNLV
Randy Foye,Villanova
Ramon Sessions,Nevada
Rakeem Christmas,Syracuse
Rajon Rondo,Kentucky
Ricky Rubio,None
RJ Hunter,Georgia State
Quincy Acy,Baylor
Pierre Jackson,Baylor
Paul Zipser,None
Paul Pierce,Kansas
Paul Millsap,Louisiana Tech
Paul George,Fresno State
Pau Gasol,None
Patty Mills,Saint Mary's (CA)
Patrick Patterson,Kentucky
Patrick McCaw,Nevada-Las Vegas
Patrick Beverley,Arkansas
Patricio Garino,George Washington
Quinn Cook,Duke
Robert Covington,Tennessee State
Robin Lopez,Stanford
Rodney Hood,Duke
Solomon Hill,Arizona
Skal Labissiere,Kentucky
Shelvin Mack,Butler
Sheldon Mac,Miami (Fla.)
Shawn Long,Louisiana-Lafayette
Shaun Livingston,None
Shabazz Napier,Connecticut
Shabazz Muhammad,UCLA
Seth Curry,Duke
Sergio Rodriguez,None
Serge Ibaka,None
Semaj Christon,Xavier
Sean Kilpatrick,Cincinnati
Sasha Vujacic,None
Sam Dekker,Wisconsin
Salah Mejri,None
Ryan Kelly,Duke
Ryan Anderson,California
Russell Westbrook,UCLA
Rudy Gobert,None
Rudy Gay,Connecticut
Roy Hibbert,Georgetown
Ronnie Price,Utah Valley
Rondae Hollis-Jefferson,Arizona
Ron Baker,Wichita State
Rodney Stuckey,Eastern Washington
Rodney McGruder,Kansas State
Spencer Hawes,Washington
Jordan McRae,Tennessee
Al Horford,Florida
Jordan Farmar,UCLA
D.J. Augustin,Texas
D'Angelo Russell,Ohio State
Cristiano Felicio,None
Courtney Lee,Western Kentucky
Cory Joseph,Texas
Corey Brewer,Florida
Cole Aldrich,Kansas
Cody Zeller,Indiana
Clint Capela,None
Christian Wood,Nevada-Las Vegas
Chris Paul,Wake Forest
Chris McCullough,Syracuse
Dahntay Jones,Duke
Chris Andersen,Blinn
Cheick Diallo,Kansas
Chasson Randle,Stanford
Channing Frye,Arizona
Chandler Parsons,Florida
Carmelo Anthony,Syracuse
Caris LeVert,Michigan
Cameron Payne,Murray State
CJ Wilcox,Washington
CJ Miles,None
CJ McCollum,Lehigh
C.J. Watson,Tennessee
Buddy Hield,Oklahoma
Chinanu Onuaku,Louisville
Damian Jones,Vanderbilt
Damian Lillard,Weber State
Damjan Rudez,None
Derrick Favors,Georgia Tech
Deron Williams,Illinois
Denzel Valentine,Michigan State
Dennis Schroder,None
Demetrius Jackson,Notre Dame
Delon Wright,Utah
Dejounte Murray,Washington
DeMarre Carroll,Missouri
DeMarcus Cousins,Kentucky
DeMar DeRozan,Southern California
DeAndre' Bembry,Saint Joseph's
DeAndre Liggins,Kentucky
DeAndre Jordan,Texas A&M
Davis Bertans,None
David West,Xavier
David Nwaba,None
David Lee,Florida
Darrun Hilliard,Villanova
Darren Collison,UCLA
Darrell Arthur,Kansas
Dario Saric,None
Danuel House,Texas A&M
Dante Exum,None
Dante Cunningham,Villanova
Danny Green,North Carolina
Danilo Gallinari,None
Daniel Ochefu,Villanova
Bryn Forbes,Michigan State
Derrick Jones Jr.,Nevada-Las Vegas
Bruno Caboclo,None
Brice Johnson,North Carolina
Andrew Wiggins,Kansas
Andrew Nicholson,St. Bonaventure
Andrew Harrison,Kentucky
Andrew Bogut,Utah
Andre Roberson,Colorado
Andre Iguodala,Arizona
Andre Drummond,Connecticut
Anderson Varejao,None
Amir Johnson,None
Alonzo Gee,Alabama
Allen Crabbe,California
Alexis Ajinca,None
Anthony Bennett,Nevada-Las Vegas
Alex Poythress,Kentucky
Alex Abrines,None
Alec Burks,Colorado
Alan Williams,California-Santa Barbara
Alan Anderson,Michigan State
Al-Farouq Aminu,Wake Forest
Al Jefferson,None
Zach Randolph,Michigan State
Adreian Payne,Michigan State
Aaron Harrison,Kentucky
Aaron Gordon,Arizona
Aaron Brooks,Oregon
AJ Hammons,Purdue
Alex Len,Maryland
Anthony Brown,Stanford
Anthony Davis,Kentucky
Anthony Morrow,Georgia Tech
Briante Weber,Virginia Commonwealth
Brian Roberts,Dayton
Brandon Rush,Kansas
Brandon Knight,Kentucky
Brandon Jennings,None
Brandon Ingram,Duke
Brandon Bass,Louisiana State
Brandan Wright,North Carolina
Bradley Beal,Florida
Boris Diaw,None
Bojan Bogdanovic,None
Bobby Portis,Arkansas
Bobby Brown,Cal State-Fullerton
Boban Marjanovic,None
Blake Griffin,Oklahoma
Bismack Biyombo,None
Beno Udrih,None
Ben McLemore,Kansas
Ben Bentil,Providence
Axel Toupane,None
Avery Bradley,Texas
Austin Rivers,Duke
Arron Afflalo,UCLA
Aron Baynes,Washington State
Arinze Onuaku,Syracuse
Archie Goodwin,Kentucky
Anthony Tolliver,Creighton
Brook Lopez,Stanford
Jordan Hill,Arizona
Derrick Rose,Memphis
Devin Booker,Kentucky
Jaylen Brown,California
Jason Terry,Arizona
Jason Smith,Colorado State
Jarrod Uthoff,Iowa
Jarrett Jack,Georgia Tech
Jarnell Stokes,Tennessee
Jarell Martin,Louisiana State
Jarell Eddie,Virginia Tech
Jared Sullinger,Ohio State
Jared Dudley,Boston College
James Young,Kentucky
James Michael McAdoo,North Carolina
Jeff Green,Georgetown
James Jones,Miami (FL)
James Harden,Arizona State
James Ennis III,Long Beach State
Jameer Nelson,Saint Joseph's
Jamal Murray,Kentucky
Jamal Crawford,Michigan
Jakob Poeltl,Utah
Jake Layman,Maryland
Jahlil Okafor,Duke
Jae Crowder,Marquette
Jabari Parker,Duke
JaVale McGee,Nevada
JaMychal Green,Alabama
James Johnson,Wake Forest
Jeff Teague,Wake Forest
Jeff Withey,Kansas
Jerami Grant,Syracuse
Jordan Crawford,Xavier
Jordan Clarkson,Missouri
Jonathon Simmons,Houston
Jonathan Gibson,New Mexico State
Jonas Valanciunas,None
Jonas Jerebko,None
Jon Leuer,Wisconsin
Johnny O'Bryant III,Louisiana State
John Wall,Kentucky
John Lucas III,Oklahoma State
John Jenkins,Vanderbilt
John Henson,North Carolina
Joffrey Lauvergne,None
Joel Embiid,Kansas
Joel Bolomboy,Weber State
Joel Anthony,Nevada-Las Vegas
Joe Young,Oregon
Joe Johnson,Arkansas
Joe Ingles,None
Joe Harris,Virginia
Jodie Meeks,Kentucky
Joakim Noah,Florida
Jimmy Butler,Marquette
Jerryd Bayless,Arizona
Jerian Grant,Notre Dame
Jeremy Lin,Harvard
Jeremy Lamb,Connecticut
JR Smith,None
Derrick Williams,Arizona
JJ Redick,Duke
Ivica Zubac,None
Evan Fournier,None
Ersan Ilyasova,None
Eric Gordon,Indiana
Eric Bledsoe,Kentucky
Enes Kanter,Kentucky
Emmanuel Mudiay,None
Elijah Millsap,Alabama-Birmingham
Elfrid Payton,Louisiana-Lafayette
Edy Tavares,None
Ed Davis,North Carolina
E'Twaun Moore,Purdue
Dwyane Wade,Marquette
Evan Turner,Ohio State
Dwight Powell,Stanford
Draymond Green,Michigan State
Dragan Bender,None
Doug McDermott,Creighton
Dorian Finney-Smith,Florida
Donatas Motiejunas,None
Domantas Sabonis,Gonzaga
Dirk Nowitzki,None
Dion Waiters,Syracuse
Diamond Stone,Maryland
Deyonta Davis,Michigan State
Dewayne Dedmon,Southern California
Devin Harris,Wisconsin
Dwight Howard,None
Frank Kaminsky,Wisconsin
Fred VanVleet,Wichita State
Garrett Temple,Louisiana State
Ish Smith,Wake Forest
Isaiah Whitehead,Seton Hall
Isaiah Thomas,Washington
Isaiah Taylor,Texas
Isaiah Canaan,Murray State
Iman Shumpert,Georgia Tech
Ian Mahinmi,None
Ian Clark,Belmont
Hollis Thompson,Georgetown
Henry Ellenson,Marquette
Hassan Whiteside,Marshall
Harrison Barnes,North Carolina
Greivis Vasquez,Maryland
Greg Monroe,Georgetown
Gorgui Dieng,Louisville
Gordon Hayward,Butler
Goran Dragic,None
Glenn Robinson III,Michigan
Giannis Antetokounmpo,None
Gerald Henderson,Duke
Gerald Green,None
Georgios Papagiannis,None
Georges Niang,Iowa State
George Hill,Indiana Purdue-Indianapolis
Gary Payton II,Oregon State
Gary Neal,Towson
Gary Harris,Michigan State
J.J. Barea,Northeastern
Zaza Pachulia,None
Willy Hernangomez,None
Briante Weber,Virginia Commonwealth
Jae Crowder,Marquette
Jahlil Okafor,Duke
Jake Layman,Maryland
Jakob Poeltl,Utah
Jalen Jones,Texas A&M
Jamal Crawford,Michigan
Jamal Murray,Kentucky
Jameel Warney,"Stony Brook, N.Y."
Jameer Nelson,None
Jamel Artis,Pittsburgh
James Ennis III,Cal State-Long Beach
James Harden,Arizona State
Jacob Wiley,Eastern Washington
James Johnson,Wake Forest
James Webb III,Boise State
James Young,Kentucky
Jamil Wilson,Marquette
Jared Dudley,Boston College
Jarell Eddie,Virginia Tech
Jarell Martin,Louisiana State
Jarrett Allen,Texas
Jarrett Jack,Georgia Tech
Jason Smith,Colorado State
Jason Terry,Arizona
Jawun Evans,Oklahoma State
Jaylen Brown,California
James Michael McAdoo,North Carolina
Jaylen Morris,Molloy
Jacob Pullen,Kansas State
Jabari Parker,Duke
Gordon Hayward,Butler
Gorgui Dieng,Louisville
Greg Monroe,Georgetown
Guerschon Yabusele,None
Harrison Barnes,North Carolina
Hassan Whiteside,Marshall
Henry Ellenson,Marquette
Ian Clark,Belmont
Ian Mahinmi,None
Ike Anigbogu,UCLA
Iman Shumpert,Georgia Tech
Isaiah Canaan,Murray State
Jack Cooley,Notre Dame
Isaiah Hicks,North Carolina
Isaiah Thomas,Washington
Isaiah Whitehead,Seton Hall
Ish Smith,Wake Forest
Ivan Rabb,"University of California, Berkeley"
Ivica Zubac,None
J.J. Barea,Northeastern
JJ Redick,Duke
JR Smith,None
JaKarr Sampson,"St. John's, N.Y."
JaMychal Green,Alabama
JaVale McGee,Nevada-Reno
Jabari Bird,California
Isaiah Taylor,Texas
Jayson Tatum,Duke
Jeff Green,Georgetown
Jeff Teague,Wake Forest
Jordan Crawford,Xavier
Jordan Mickey,Louisiana State
Jose Calderon,None
Josh Gray,None
Josh Hart,Villanova
Josh Huestis,Stanford
Josh Jackson,Kansas
Josh Magette,Alabama Huntsville
Josh McRoberts,Duke
Josh Richardson,Tennessee
Josh Smith,None
Jrue Holiday,UCLA
Jordan Clarkson,Missouri
Juancho Hernangomez,None
Julyan Stone,Texas-El Paso
Justin Anderson,Virginia
Justin Holiday,Washington
Justin Jackson,North Carolina
Justin Patton,Creighton
Justise Winslow,Duke
Jusuf Nurkic,None
Kadeem Allen,Arizona
Karl-Anthony Towns,Kentucky
Kawhi Leonard,San Diego State
Kay Felder,None
Kelly Olynyk,Gonzaga
Julius Randle,Kentucky
Jordan Bell,Oregon
Jonathon Simmons,Houston
Jonathan Isaac,Florida State
Jeff Withey,Kansas
Jerami Grant,Syracuse
Jeremy Evans,Western Kentucky
Jeremy Lamb,Connecticut
Jeremy Lin,Harvard
Jerian Grant,Notre Dame
Jerryd Bayless,Arizona
Jimmy Butler,Marquette
Joakim Noah,Florida
Jodie Meeks,Kentucky
Joe Harris,Virginia
Joe Ingles,None
Joe Johnson,Arkansas
Joe Young,Oregon
Joel Bolomboy,Weber State
Joel Embiid,Kansas
Joffrey Lauvergne,None
John Collins,Wake Forest
John Henson,North Carolina
John Holland,Boston U.
John Wall,Kentucky
Johnathan Motley,Baylor
Johnny O'Bryant III,Louisiana State
Jon Leuer,Wisconsin
Jonas Jerebko,None
Jonas Valanciunas,None
Jonathan Gibson,New Mexico State
Goran Dragic,None
Glenn Robinson III,Michigan
Giannis Antetokounmpo,None
Gian Clavell,Colorado State
Damian Jones,Vanderbilt
Damian Lillard,Weber State
Damien Wilkins,Georgia
Damion Lee,Louisville
Damyean Dotson,Houston
Daniel Hamilton,Connecticut
Daniel Theis,None
Danilo Gallinari,None
Danny Green,North Carolina
Dante Cunningham,Villanova
Dante Exum,None
Danuel House Jr.,Texas A&M
Dakari Johnson,Kentucky
Dario Saric,None
Darrell Arthur,Kansas
Darren Collison,UCLA
Darrun Hilliard,Villanova
David Nwaba,None
David Stockton,Gonzaga
David West,Xavier
Davis Bertans,None
Davon Reed,Miami
De'Aaron Fox,Kentucky
DeAndre Jordan,Texas A&M
DeAndre Liggins,Kentucky
DeAndre' Bembry,None
Darius Miller,Kentucky
D.J. Wilson,Michigan
D.J. Augustin,Texas
D'Angelo Russell,Ohio State
Brook Lopez,Stanford
Bruno Caboclo,None
Bryn Forbes,Michigan State
Buddy Hield,Oklahoma
C.J. Williams,North Carolina State
CJ McCollum,Lehigh
CJ Miles,None
Caleb Swanigan,Purdue
Cameron Payne,Murray State
Caris LeVert,Michigan
Carmelo Anthony,Syracuse
Cedi Osman,None
Chandler Parsons,Florida
Channing Frye,Arizona
Charles Cooke,University of Dayton
Cheick Diallo,Kansas
Chinanu Onuaku,Louisville
Chris Boucher,Oregon
Chris McCullough,Syracuse
Chris Paul,Wake Forest
Clint Capela,None
Cody Zeller,Indiana
Cole Aldrich,Kansas
Corey Brewer,Florida
Cory Joseph,Texas
Courtney Lee,Western Kentucky
Cristiano Felicio,None
DeMar DeRozan,USC
Kelly Oubre Jr.,Kansas
DeMarcus Cousins,Kentucky
Dejounte Murray,Washington
Ed Davis,North Carolina
Edmond Sumner,Xavier
Ekpe Udoh,Baylor
Elfrid Payton,Louisana-Lafayette
Emeka Okafor,Connecticut
Emmanuel Mudiay,None
Enes Kanter, 
Eric Bledsoe,Kentucky
Eric Gordon,Indiana
Eric Moreland,Oregon State
Erik McCree,Louisiana Tech
Ersan Ilyasova,None
E'Twaun Moore,Purdue
Evan Fournier,None
Frank Kaminsky,Wisconsin
Frank Mason,Kansas
Frank Ntilikina,None
Fred VanVleet,Wichita State
Furkan Korkmaz,None
Garrett Temple,Louisiana State
Gary Harris,Michigan State
Gary Payton II,Oregon State
George Hill,None
Georges Niang,Iowa State
Georgios Papagiannis,None
Gerald Green,None
Evan Turner,Ohio State
Dwyane Wade,Marquette
Dwight Powell,Stanford
Dwight Howard,None
Delon Wright,Utah
Demetrius Jackson,Notre Dame
Dennis Schroder,None
Dennis Smith Jr.,North Carolina State
Denzel Valentine,Michigan State
Derrick Favors,Georgia Tech
Derrick Jones Jr.,UNLV
Derrick Rose,Memphis
Derrick Walton Jr.,Michigan
Derrick White,Colorado
Derrick Williams,Arizona
Devin Booker,Kentucky
Devin Harris,Wisconsin
Devin Robinson,Florida
Dewayne Dedmon,USC
Deyonta Davis,Michigan State
Dillon Brooks,Oregon
Dion Waiters,Syracuse
Dirk Nowitzki,None
Domantas Sabonis,Gonzaga
Donovan Mitchell,Louisville
Dorian Finney-Smith,Florida
Doug McDermott,Creighton
Dragan Bender,None
Draymond Green,Michigan State
Dwayne Bacon,Florida State
Dwight Buycks,Marquette
DeMarre Carroll,Missouri
Kemba Walker,Connecticut
Kendrick Perkins,None
Kenneth Faried,Morehead State
Sean Kilpatrick,Cincinnati
Semi Ojeleye,Southern Methodist
Serge Ibaka,None
Shabazz Muhammad,California-Los Angeles
Shabazz Napier,Connecticut
Shane Larkin,Miami
Shaquille Harrison,Tulsa
Shaun Livingston,None
Shelvin Mack,Butler
Sindarius Thornwell,South Carolina
Skal Labissiere,Kentucky
Solomon Hill,Arizona
Scotty Hopson,Tennessee
Spencer Dinwiddie,Colorado
Stephen Curry,Davidson
Sterling Brown,Southern Methodist
Steven Adams,Pittsburgh
T.J. McConnell,Arizona
T.J. Warren,North Carolina State
TJ Leaf,UCLA
Taj Gibson,USC
Tarik Black,Kansas
Taurean Prince,Baylor
Terrance Ferguson,None
Terrence Ross,Washington
Terry Rozier,Louisville
Stanley Johnson,Arizona
Sam Dekker,Wisconsin
Salah Mejri,None
Ryan Arcidiacono,Villanova
Quincy Acy,Baylor
Quincy Pondexter,Washington
Quinn Cook,Duke
RJ Hunter,Georgia State
Rajon Rondo,Kentucky
Ramon Sessions,Nevada-Reno
Rashad Vaughn,Nevada-Las Vegas
Raul Neto,None
Raymond Felton,North Carolina
Reggie Bullock,North Carolina
Reggie Hearn,Northwestern
Reggie Jackson,Boston College
Richard Jefferson,Arizona
Richaun Holmes,Bowling Green
Ricky Rubio,None
Robert Covington,Tennessee State
Robin Lopez,Stanford
Rodney Hood,Duke
Rodney McGruder,Kansas State
Rodney Purvis,Connecticut
Ron Baker,Wichita State
Rondae Hollis-Jefferson,Arizona
Royce O'Neale,Baylor
Rudy Gay,Connecticut
Rudy Gobert,None
Russell Westbrook,UCLA
Ryan Anderson,California
Thabo Sefolosha,None
Paul Zipser,None
Thaddeus Young,Georgia Tech
Thon Maker,None
Tyson Chandler,None
Tyus Jones,Duke
Udonis Haslem,Florida
Vander Blue,Marquette
Victor Oladipo,Indiana
Vince Carter,North Carolina
Vincent Hunter,Texas-El Paso
Wade Baldwin IV,Vanderbilt
Walt Lemon Jr.,None
Wayne Ellington,North Carolina
Wayne Selden,Kansas
Wes Iwundu,Kansas State
Tyrone Wallace,California
Wesley Johnson,Syracuse
Will Barton,Memphis
Willie Cauley-Stein,Kentucky
Willie Reed,St. Louis
Willy Hernangomez,None
Wilson Chandler,DePaul
Xavier Munford,Rhode Island
Xavier Rathan-Mayes,Florida State
Xavier Silas,Northern Illinois
Yogi Ferrell,Indiana
Zach Collins,Gonzaga
Zach LaVine,UCLA
Zach Randolph,Michigan State
Wesley Matthews,Marquette
Tyreke Evans,Memphis
Tyler Zeller,North Carolina
Tyler Ulis,Kentucky
Tim Frazier,None
Tim Hardaway Jr.,Michigan
Tim Quarterman,Louisiana State
Timofey Mozgov,None
Timothe Luwawu-Cabarrot,None
Tobias Harris,Tennessee
Tomas Satoransky,None
Tony Allen,Oklahoma State
Tony Bradley,North Carolina
Tony Parker,None
Tony Snell, 
Torrey Craig,South Carolina Upstate
Travis Wear,UCLA
Treveon Graham,Va Commonwealth
Trevor Ariza,UCLA
Trevor Booker,Clemson
Trey Burke,Michigan
Trey Lyles,Kentucky
Trey McKinney-Jones,Miami (FL)
Tristan Thompson,Texas
Troy Daniels,Va Commonwealth
Troy Williams,Indiana
Tyler Cavanaugh,George Washington
Tyler Dorsey,Oregon
Tyler Ennis,Syracuse
Tyler Johnson,Fresno State
Tyler Lydon,Syracuse
Thomas Bryant,Indiana
Brice Johnson,North Carolina
Paul Millsap,Louisiana Tech
Pau Gasol,None
Lou Williams,None
Luc Mbah a Moute,California-Los Angeles
Lucas Nogueira,None
Luis Montero,Westchester CC NY
Luke Babbitt,Nevada-Reno
Luke Kennard,Duke
Luke Kornet,Vanderbilt
Luol Deng,Duke
Malachi Richardson,Syracuse
Malcolm Brogdon,Virginia
Malcolm Delaney,Virginia Tech
Malcolm Miller,Holy Cross
Lorenzo Brown,North Carolina State
Malik Beasley,Florida State
Mangok Mathiang,Louisville
Manu Ginobili,None
MarShon Brooks,Providence
Marc Gasol,None
Marcin Gortat,None
Marco Belinelli,None
Marcus Georges-Hunt,Georgia Tech
Marcus Morris Sr.,Kansas
Marcus Paige,North Carolina
Marcus Smart,Oklahoma State
Mario Chalmers,Kansas
Mario Hezonja,None
Malik Monk,Kentucky
Lonzo Ball,UCLA
London Perrantes,Virginia
LeBron James,None
Kent Bazemore,Old Dominion
Kentavious Caldwell-Pope,Georgia
Kevin Durant,Texas
Kevin Love,UCLA
Kevon Looney,UCLA
Khem Birch,UNLV
Khris Middleton,Texas A&M
Klay Thompson,Washington State
Kobi Simmons,Arizona
Kosta Koufos,Ohio State
Kris Dunn,Providence
Kristaps Porzingis,None
Kyle Anderson,UCLA
Kyle Collinsworth,Brigham Young
Kyle Korver,Creighton
Kyle Kuzma,Utah
Kyle Lowry,Villanova
Kyle O'Quinn,Norfolk State
Kyle Singler,Duke
Kyrie Irving,Duke
LaMarcus Aldridge,Texas
Lance Stephenson,Cincinnati
Lance Thomas,Duke
Langston Galloway,None
Larry Drew II,UCLA
Larry Nance Jr.,Wyoming
Lauri Markkanen,Arizona
Markel Brown,Oklahoma State
Paul George,Fresno State
Markelle Fultz,Washington
Marquese Chriss,Washington
Nerlens Noel,Kentucky
Nick Collison,Kansas
Nick Young,USC
Nicolas Batum,None
Nicolas Brussino,None
Nigel Hayes,Wisconsin
Nik Stauskas,Michigan
Nikola Jokic,None
Nikola Mirotic,None
Nikola Vucevic,USC
Noah Vonleh,Indiana
Norman Powell,UCLA
Nene,None
OG Anunoby,Indiana
Omari Johnson,Oregon State
Omer Asik,None
Omri Casspi,None
Otto Porter Jr.,Georgetown
P.J. Tucker,Texas
PJ Dozier,South Carolina
Pascal Siakam,New Mexico State
Pat Connaughton,Notre Dame
Patrick Beverley,None
Patrick McCaw,UNLV
Patrick Patterson,Kentucky
Patty Mills,St. Mary's (CA)
Okaro White,Florida State
Nemanja Bjelica,None
Naz Mitrou-Long,Iowa State
Nate Wolters,South Dakota State
Marquis Teague,Kentucky
Marreese Speights,Florida
Marshall Plumlee,Duke
Marvin Williams,North Carolina
Mason Plumlee,Duke
Matt Costello,Michigan State
Matt Williams Jr.,Central Florida
Matthew Dellavedova,St. Mary's (CA)
Maurice Harkless,"St. John's, N.Y."
Maxi Kleber,None
Meyers Leonard,Illinois
Michael Beasley,Kansas State
Michael Carter-Williams,Syracuse
Michael Kidd-Gilchrist,Kentucky
Mike Conley,Ohio State
Mike James,Lamar
Mike Muscala,Bucknell
Mike Scott,Virginia
Miles Plumlee,Duke
Milos Teodosic,None
Milton Doyle,Loyola (IL)
Mindaugas Kuzminskas,None
Mirza Teletovic,None
Monte Morris,Iowa State
Montrezl Harrell,Louisville
Myke Henry,None
Myles Turner,Texas
Markieff Morris,Kansas
Zaza Pachulia,None
Zhou Qi,None
Alex Caruso,Texas A&M
Andrew Harrison,Kentucky
Andrew Bogut,Utah
Andre Roberson,Colorado
Andre Iguodala,Arizona
Andre Drummond,Connecticut
Amir Johnson,None
Allen Crabbe,California
Alfonzo McKinnie,None
Alex Poythress,Kentucky
Alex Len,Maryland
Alex Abrines,None
Alec Peters,Valparaiso
Alec Burks,Colorado
Alan Williams,Cal-Santa Barbara
Al-Farouq Aminu,Wake Forest
Al Jefferson,None
Al Horford,Florida
Adreian Payne,Michigan State
Abdel Nader,Iowa State
Aaron Jackson,None
Aaron Harrison,Kentucky
Aaron Gordon,Arizona
Aaron Brooks,Oregon
Andrew White III,Syracuse
Andrew Wiggins,Kansas
Andre Ingram,American University
Anthony Brown,Stanford
Brandon Paul,None
Brandon Jennings,None
Brandon Ingram,Duke
Brandan Wright,North Carolina
Bradley Beal,Florida
Bojan Bogdanovic,None
Bogdan Bogdanovic,None
Ante Zizic,None
Bobby Brown,Cal State-Fullerton
Boban Marjanovic,None
Blake Griffin,Oklahoma
Bismack Biyombo,None
Ben Simmons,Louisiana State
Bobby Portis,Arkansas
Ben Moore,Southern Methodist
Anthony Tolliver,Creighton
Antonio Blakeney,Louisiana State
Antonius Cleveland,S.E. Missouri
Aron Baynes,Washington State
Anthony Davis,Kentucky
Austin Rivers,Duke
Avery Bradley,Texas
Bam Adebayo,Kentucky
Ben McLemore,Kansas
Arron Afflalo,UCLA
Mike Conley,Ohio State
Mike Muscala,Bucknell
Mike Scott,Virginia
Miles Bridges,Michigan State
Miles Plumlee,Duke
Mitchell Robinson,None
Mitchell Creek,None
Mo Bamba,University of Texas at Austin
Monte Morris,Iowa State
Montrezl Harrell,Louisville
Mikal Bridges,Villanova
Milos Teodosic,None
Michael Kidd-Gilchrist,Kentucky
Dante Cunningham,Villanova
Michael Beasley,Kansas State
Meyers Leonard,Illinois
Melvin Frazier Jr.,Tulane
Maxi Kleber,None
Maurice Harkless,"St. John's, N.Y."
Matthew Dellavedova,St. Mary's (CA)
Mason Plumlee,Duke
Marvin Williams,North Carolina
Marvin Bagley III,Duke
Marquese Chriss,Washington
Markieff Morris,Kansas
Moritz Wagner,Michigan
Michael Carter-Williams,Syracuse
Myles Turner,Texas
Paul George,Fresno State
Nemanja Bjelica,None
Paul Millsap,Louisiana Tech
Markelle Fultz,Washington
Pau Gasol,None
Patty Mills,St. Mary's (CA)
Patrick Patterson,Kentucky
Patrick McCaw,UNLV
Patrick Beverley,None
Pat Connaughton,Notre Dame
Pascal Siakam,New Mexico State
PJ Dozier,South Carolina
P.J. Tucker,Texas
Otto Porter Jr.,Georgetown
Naz Mitrou-Long,Iowa State
Omri Casspi,None
Okaro White,Florida State
OG Anunoby,Indiana
Norman Powell,UCLA
Noah Vonleh,Indiana
Nikola Vucevic,USC
Nikola Mirotic,None
Nikola Jokic,None
Nik Stauskas,Michigan
Nicolas Batum,None
Nick Young,USC
Nerlens Noel,Kentucky
Nene,None
Omari Spellman,Villanova
Mario Hezonja,None
Lance Thomas,Duke
Marcus Morris Sr.,Kansas
Kyle Kuzma,Utah
Kyle Korver,Creighton
Kyle Anderson,UCLA
Kris Dunn,Providence
Kostas Antetokounmpo,University of Dayton
Kosta Koufos,Ohio State
Kobi Simmons,Arizona
Klay Thompson,Washington State
Khyri Thomas,Creighton
Khris Middleton,Texas A&M
Khem Birch,UNLV
Kevon Looney,UCLA
Kyle Lowry,Villanova
Kevin Love,UCLA
Kevin Huerter,Maryland
Kevin Durant,Texas
Kentavious Caldwell-Pope,Georgia
Kent Bazemore,Old Dominion
Kenrich Williams,None
Kenneth Faried,Morehead State
Kemba Walker,Connecticut
Kelly Oubre Jr.,Kansas
Kelly Olynyk,Gonzaga
Keita Bates-Diop,Ohio State
Kawhi Leonard,San Diego State
Karl-Anthony Towns,Kentucky
Kevin Knox II,Kentucky
Marcus Smart,Oklahoma State
Kyle O'Quinn,Norfolk State
LaMarcus Aldridge,Texas
Marcus Derrickson,None
Marco Belinelli,None
Marcin Gortat,None
Marc Gasol,None
MarShon Brooks,Providence
Malik Monk,Kentucky
Malik Beasley,Florida State
Malcolm Miller,Holy Cross
Malcolm Brogdon,Virginia
Malachi Richardson,Syracuse
Luol Deng,Duke
Luke Kornet,Vanderbilt
Kyrie Irving,Duke
Luke Kennard,Duke
Luc Mbah a Moute,California-Los Angeles
Lou Williams,None
Lorenzo Brown,North Carolina State
Lonzo Ball,UCLA
Lonnie Walker IV,Miami
LeBron James,None
Lauri Markkanen,Arizona
Larry Nance Jr.,Wyoming
Langston Galloway,None
Landry Shamet,Wichita State
Quincy Acy,Baylor
Lance Stephenson,Cincinnati
Luka Doncic,None
Quincy Pondexter,Washington
Salah Mejri,None
RJ Hunter,Georgia State
Tyler Johnson,Fresno State
Tyler Dorsey,Oregon
Tyler Davis,None
Tyler Cavanaugh,George Washington
Troy Williams,Indiana
Troy Daniels,Va Commonwealth
Troy Caupain,Cincinnati
Troy Brown Jr.,Oregon
Tristan Thompson,Texas
Trey Lyles,Kentucky
Trey Burke,Michigan
Trevor Ariza,UCLA
Trevon Duval,None
Treveon Graham,Va Commonwealth
Trae Young,Oklahoma
Torrey Craig,South Carolina Upstate
Tony Snell, 
Tony Parker,None
Tony Bradley,North Carolina
Tomas Satoransky,None
Tobias Harris,Tennessee
Timothe Luwawu-Cabarrot,None
Tim Hardaway Jr.,Michigan
Tim Frazier,None
Thon Maker,None
Tyler Lydon,Syracuse
Tyler Ulis,Kentucky
Tyler Zeller,North Carolina
Tyreke Evans,Memphis
Zaza Pachulia,None
Zach Lofton,New Mexico State
Zach LaVine,UCLA
Zach Collins,Gonzaga
Yuta Watanabe,George Washington
Yogi Ferrell,Indiana
Yante Maten,None
Wilson Chandler,DePaul
Willy Hernangomez,None
Willie Cauley-Stein,Kentucky
Will Barton,Memphis
Wesley Matthews,Marquette
Thomas Welsh,UCLA
Wesley Johnson,Syracuse
